table,id,key,english,japanese
Items,55685048291024913,Items.Item_410.Description,"Whenever the holder [inflicts a Debuff,]<debuff> inflict {0} more.",装備者が[デバフを付与するたび、]<debuff>付与量が{0}増える。
Items,55685048291024912,Items.Item_410.Name,Infectious Gauntlet,伝染のガントレット
Items,55685048291024914,Items.Item_411.Name,Infectious Ring,伝染の指輪
Items,65024537346572293,Items.Item_411.QuestDescription,Inflict [{0} Debuffs]<debuff>.,[デバフを合計{0}]<debuff>付与する。
Items,65024537346572294,Items.Item_411.QuestRewardDescription,Gain [{0} Shards]<shard>.,[シャードを{0}]<shard>獲得する。
Items,55685048291024916,Items.Item_412.Description,Gain [{0} Crit]<crit> and [{1} Mana Regen]<manaregen> while [Shielded]<shield>.,[シールド中、]<shield>[クリティカル+{0}]<crit>、[マナ回復+{1}]<manaregen>。
Items,55685048291024915,Items.Item_412.Name,Shielding Flask,守護のフラスコ
Items,55685048291024918,Items.Item_413.Description,"At [start of combat,]<bold> gain [{0} Shields]<shield>.",[戦闘開始時、]<bold>[シールドを{0}]<shield>獲得する。
Items,55685048291024917,Items.Item_413.Name,Shielding Vest,守護のベスト
Items,55685048291024919,Items.Item_414.Name,Shielding Ring,守護の指輪
Items,65024537346572295,Items.Item_414.QuestDescription,Apply [{0} Shields]<shield>.,[シールドを合計{0}]<shield>付与する。
Items,65024537346572296,Items.Item_414.QuestRewardDescription,Gain [{0} Shards]<shard>.,[シャードを{0}]<shard>獲得する。
Items,55685048291024921,Items.Item_415.Description,"On [Rush]<rush> trigger, gain [{0} Attack Speed]<attackspeed> and [{1} Attack]<attack>.",[速攻]<rush>発動時、[攻撃速度+{0}]<attackspeed>、[攻撃力+{1}]<attack>。
Items,55685048291024920,Items.Item_415.Name,Hasty Sword,迅速の剣
Items,55685048291024923,Items.Item_416.Description,"On [Rush]<rush> trigger, gain [{0} Shields]<shield>.",[速攻]<rush>発動時、[シールドを{0}]<shield>獲得する。
Items,55685048291024922,Items.Item_416.Name,Hasty Vest,迅速のベスト
Items,55685048291024924,Items.Item_417.Name,Hasty Ring,迅速の指輪
Items,65024537346572297,Items.Item_417.QuestDescription,Trigger [Rush]<rush> {0} times from any source.,任意の効果で[速攻]<rush>を{0}回発動する。
Items,65024537346572298,Items.Item_417.QuestRewardDescription,The holder's [Rush]<rush> abilities last {0} seconds longer.,装備者の[速攻]<rush>アビリティの持続時間+{0}秒。
Items,55685048291024926,Items.Item_418.Description,"On [Stall]<stall> trigger, gain [{0} Attack Speed]<attackspeed> and [{1} Magic]<magic>.",[忍耐]<stall>発動時、[攻撃速度+{0}]<attackspeed>、[魔力+{1}]<magic>。
Items,55685048291024925,Items.Item_418.Name,Patient Flask,忍耐のフラスコ
Items,55685048291024928,Items.Item_419.Description,"On [Stall]<stall> trigger, [heal {0}]<heal>.",[忍耐]<stall>発動時、[HPを{0}回復]<heal>する。
Items,55685048291024927,Items.Item_419.Name,Patient Gauntlet,忍耐のガントレット
Items,55685048291024929,Items.Item_420.Name,Patient Ring,忍耐の指輪
Items,65024537346572299,Items.Item_420.QuestDescription,Trigger [Stall]<stall> {0} times from any source.,任意の効果で[忍耐]<stall>を{0}回発動する。
Items,65024537346572300,Items.Item_420.QuestRewardDescription,The holder's [Stall]<stall> abilities trigger {0} seconds faster.,装備者の[忍耐]<stall>アビリティが{0}秒早く発動する。
Items,55685048291024931,Items.Item_421.Description,"On [Shards]<shard> [generated,]<generate> deal [{0} damage]<damage> to all enemies.",[シャード]<shard>[生成時、]<generate>敵全体に[{0}ダメージ]<damage>を与える。
Items,55685048291024930,Items.Item_421.Name,Greedy Shiv,強欲の小刀
Items,55685048291024933,Items.Item_422.Description,"On [Shards]<shard> [generated,]<generate> give all Heroes [{0} Shields]<shield>.",[シャード]<shard>[生成時、]<generate>味方全員に[シールドを{0}]<shield>付与する。
Items,55685048291024932,Items.Item_422.Name,Greedy Gauntlet,強欲のガントレット
Items,55685048291024934,Items.Item_423.Name,Greedy Ring,強欲の指輪
Items,65024537346572301,Items.Item_423.QuestDescription,[Generate]<generate> [{0} Shards]<shard> from any source.,任意の効果で[シャードを合計{0}]<shard>[生成する。]<generate>
Items,65024537346572302,Items.Item_423.QuestRewardDescription,"At [start of combat,]<bold> gain [{0} Shard]<shard>.",[戦闘開始時、]<bold>[シャードを{0}]<shard>獲得する。
Items,54863214927282176,Items.Item_500.Name,Zeus's Thunder,ゼウスの雷霆
Items,65024537346572303,Items.Item_500.QuestDescription,Attack {0} times. The holder must be Irini.,イリニに装備させ、通常攻撃を{0}回行う。
Items,65024537346572304,Items.Item_500.QuestRewardDescription,"On [auto attack,]<bold> deal [bonus damage]<damage> to all enemies equal to [{0}% of the holder's Attack Speed]<attackspeed>.",[通常攻撃時、]<bold>敵全体に、装備者の[攻撃速度の{0}%]<attackspeed>に等しい[追加ダメージ]<damage>を与える。
Items,11913039180447853,Items.Item_501.Name,Rift Seal,リフトシール
Items,60365405317750784,Items.Item_502.Description,"When this item is [destroyed,]<bold> permanently give the holder a large amount of [primary stats]<primarystat> for each of their classes.

When the holder [survives combat,]<bold> destroy this item.","このアイテムが[破壊されたとき、]<bold>装備者が持つ各クラスの[主要ステータス]<primarystat>を恒久的に大きく増加させる。

装備者が[戦闘を生き延びたとき、]<bold>このアイテムを破壊する。"
Items,60365405108035584,Items.Item_502.Name,Power Crystal,力の結晶
Items,62547274910130176,Items.Item_503.DataTrackingDescription,[Combats Survived:]<bold> [{0}]<datatracking>,[生存した戦闘数：]<bold> [{0}]<datatracking>
Items,60365405317750786,Items.Item_503.Description,"When this item is [destroyed,]<bold> permanently give the holder a very large amount of [primary stats]<primarystat> for each of their classes.

When the holder [survives combat,]<bold> destroy this item if it has survived {0} combats.","このアイテムが[破壊されたとき、]<bold>装備者が持つ各クラスの[主要ステータス]<primarystat>を恒久的に大幅増加させる。

装備者が[戦闘を生き延びたとき、]<bold>生存回数が{0}回に達していれば、このアイテムを破壊する。"
Items,60365405317750785,Items.Item_503.Name,Large Power Crystal,大いなる力の結晶
Items,62548323804897280,Items.Item_504.DataTrackingDescription,[Times Used:]<bold> [{0}]<datatracking>,[使用回数：]<bold> [{0}]<datatracking>
Items,62547274910130178,Items.Item_504.Description,"At [start of combat,]<bold> give the holder and adjacent Heroes [{0} Defense]<defense> and [{1} Max HP]<maxhp>.

At [end of combat,]<bold> destroy this item if it has been used {2} times.","[戦闘開始時、]<bold>装備者自身と、その隣にいるヒーローの[防御力+{0}]<defense>、[最大HP+{1}]<maxhp>。

[戦闘終了時、]<bold>使用回数が{2}回に達していれば、このアイテムを破壊する。"
Items,62547274910130177,Items.Item_504.Name,Protection Crystal,守護の結晶
Items,62548323804897281,Items.Item_505.DataTrackingDescription,[Times Used:]<bold> [{0}]<datatracking>,[使用回数：]<bold> [{0}]<datatracking>
Items,62547274910130180,Items.Item_505.Description,"At [start of combat,]<bold> give the holder and adjacent Heroes [{0} Attack Speed]<attackspeed> and [{1} Crit]<crit>.

At [end of combat,]<bold> destroy this item if it has been used {2} times.","[戦闘開始時、]<bold>装備者自身と、その隣にいるヒーローの[攻撃速度+{0}]<attackspeed>、[クリティカル+{1}]<crit>。

[戦闘終了時、]<bold>使用回数が{2}回に達していれば、このアイテムを破壊する。"
Items,62547274910130179,Items.Item_505.Name,Force Crystal,武威の結晶
Items,47347263025577985,Items.Item_601.DataTrackingDescription,[Bonus]<bold> [Attack:]<attack> [{0}]<datatracking>,[追加]<bold>[攻撃力：]<attack> [{0}]<datatracking>
Items,47347263025577984,Items.Item_601.Description,"On [combat survival,]<bold> if held by a [Warrior]<warrior> this item gains [{0} Attack]<attack>.",[戦闘を生き延びたとき、]<bold>[ウォリアー]<warrior>が装備していれば、このアイテムの[攻撃力+{0}]<attack>。
Items,21745534080106496,Items.Item_601.Name,Warrior's Greataxe,ウォリアーの大斧
Items,47347263025577986,Items.Item_602.DataTrackingDescription,[Bonus]<bold> [Defense:]<defense> [{0}]<datatracking>,[追加]<bold>[防御力：]<defense> [{0}]<datatracking>
Items,21745534101078017,Items.Item_602.Description,"On [Stall]<stall> [trigger,]<bold> if held by a [Tank]<tank> this item gains [{0} Defense]<defense>.",[忍耐]<stall>[発動時、]<bold>[タンク]<tank>が装備していれば、このアイテムの[防御力+{0}]<defense>。
Items,47331241723822080,Items.Item_602.Name,Tank's Tower Shield,タンクのタワーシールド
Items,47347263025577987,Items.Item_603.DataTrackingDescription,[Bonus]<bold> [Max HP:]<maxhp> [{0}]<datatracking>,[追加]<bold>[最大HP：]<maxhp> [{0}]<datatracking>
Items,47331241723822081,Items.Item_603.Description,"On [Rush]<rush> [trigger,]<bold> if held by a [Vanguard]<vanguard> this item gains [{0} Max HP]<maxhp>.",[速攻]<rush>[発動時、]<bold>[ヴァンガード]<vanguard>が装備していれば、このアイテムの[最大HP+{0}]<maxhp>。
Items,21745534101078018,Items.Item_603.Name,Vanguard's Bracelet,ヴァンガードの腕輪
Items,47347263025577988,Items.Item_604.DataTrackingDescription,[Bonus]<bold> [Crit:]<crit> [{0}]<datatracking>,[追加]<bold>[クリティカル：]<crit> [{0}]<datatracking>
Items,21745534101078020,Items.Item_604.Description,"[On kill,]<bold> if held by an [Assassin]<assassin> this item gains [{0} Crit]<crit>.",[敵撃破時、]<bold>[アサシン]<assassin>が装備していれば、このアイテムの[クリティカル+{0}]<crit>。
Items,21745534101078019,Items.Item_604.Name,Assassin's Hood,アサシンの頭巾
Items,47347263025577989,Items.Item_605.DataTrackingDescription,[Bonus]<bold> [Attack Speed:]<attackspeed> [{0}]<datatracking>,[追加]<bold>[攻撃速度：]<attackspeed> [{0}]<datatracking>
Items,21745534101078021,Items.Item_605.Description,"[Every {0} auto attacks,]<bold> if held by a [Duelist]<duelist> this item gains [{1} Attack Speed]<attackspeed>.",[通常攻撃{0}回ごとに、]<bold>[デュエリスト]<duelist>が装備していれば、このアイテムの[攻撃速度+{1}]<attackspeed>。
Items,47331241723822082,Items.Item_605.Name,Duelist's Foil,デュエリストの細剣
Items,21745534101078016,Items.Item_606.DataTrackingDescription,[Bonus]<bold> [Magic:]<magic> [{0}]<datatracking>,[追加]<bold>[魔力：]<magic> [{0}]<datatracking>
Items,47331241723822083,Items.Item_606.Description,"On [active ability kill,]<bold> if held by a [Mage]<mage> this item gains [{0} Magic]<magic>.",[アクティブアビリティで敵を倒したとき、]<bold>[メイジ]<mage>が装備していれば、このアイテムの[魔力+{0}]<magic>。
Items,21745534101078022,Items.Item_606.Name,Mage's Wand,メイジのワンド
Items,46193771615485957,Items.Item_607.DataTrackingDescription,[Bonus]<bold> [Mana Regen:]<manaregen> [{0}]<datatracking>,[追加]<bold>[マナ回復：]<manaregen> [{0}]<datatracking>
Items,21745534101078024,Items.Item_607.Description,"[Every {0} casts,]<bold> if held by a [Mystic]<mystic> this item gains [{1} Mana Regen]<manaregen>.",[アビリティを{0}回発動するたび、]<bold>[ミスティック]<mystic>が装備していれば、このアイテムの[マナ回復+{1}]<manaregen>。
Items,21745534101078023,Items.Item_607.Name,Mystic's Orb,ミスティックのオーブ
Items,47331212338528256,Items.Item_608.DataTrackingDescription,[Shards]<shard> [Generated:]<generate> [{0}]<datatracking>,[シャード]<shard>の[生成数：]<generate> [{0}]<datatracking>
Items,21745534101078026,Items.Item_608.Description,"On [kill,]<bold> gain [{0} Shards]<shard>.",[敵撃破時、]<bold>[シャードを{0}]<shard>獲得する。
Items,21745534101078025,Items.Item_608.Name,Thief's Dagger,盗賊のダガー
Items,47331212393054208,Items.Item_609.DataTrackingDescription,[Shards]<shard> [Generated:]<generate> [{0}]<datatracking>,[シャード]<shard>の[生成数：]<generate> [{0}]<datatracking>
Items,21745534101078028,Items.Item_609.Description,"After [Stall ({0}),]<stall> gain [{1} Shards]<shard>.",[忍耐（{0}）]<stall>後、[シャードを{1}]<shard>獲得する。
Items,21745534101078027,Items.Item_609.Name,Golden Helmet,黄金の兜
Items,21745534101078029,Items.Item_610.Name,Merchant's Scroll,商人の巻物
Items,65024537346572305,Items.Item_610.QuestDescription,Win a combat with [{0} or more Shards]<shard> or more in the bank.,[シャードを{0}以上]<shard>所持した状態で戦闘に勝利する。
Items,65024537346572306,Items.Item_610.QuestRewardDescription,The holder's active abilities gain [{0} Crit]<crit>.,装備者のアクティブアビリティに[クリティカル+{0}]<crit>。
Items,21745534101078030,Items.Item_611.Name,Cleric's Scroll,聖職者の巻物
Items,65024537346572307,Items.Item_611.QuestDescription,Apply [{0} Shields]<shield>.,[シールドを合計{0}]<shield>付与する。
Items,65024537346572308,Items.Item_611.QuestRewardDescription,"After [Stall ({0}),]<stall> remove [{1}% of all Debuffs]<debuff> from all Heroes.",[忍耐（{0}）]<stall>後、味方全員から[すべてのデバフを{1}%]<debuff>解除する。
Items,21745534101078033,Items.Item_612.DataTrackingDescription,[Shards]<shard> [Generated:]<generate> [globalShardsGenerated]<globaldatatracking>,[シャード]<shard>[生成数：]<generate> [globalShardsGenerated]<globaldatatracking>
Items,21745534101078032,Items.Item_612.Description,Gain [{0} Attack]<attack> per [{1} Shards]<shard> [generated]<generate> this game.,このラン中に[生成した]<generate>[シャード{1}]<shard>ごとに[攻撃力+{0}]<attack>。
Items,21745534101078031,Items.Item_612.Name,Brawler's Ledger,喧嘩屋の台帳
Items,21745534101078036,Items.Item_613.DataTrackingDescription,[Shards]<shard> [Generated:]<generate> [globalShardsGenerated]<globaldatatracking>,[シャード]<shard>[生成数：]<generate> [globalShardsGenerated]<globaldatatracking>
Items,21745534101078035,Items.Item_613.Description,Gain [{0} Magic]<magic> per [{1} Shards]<shard> [generated]<generate> this game.,このラン中に[生成した]<generate>[シャード{1}]<shard>ごとに[魔力+{0}]<magic>。
Items,21745534101078034,Items.Item_613.Name,Magician's Ledger,魔術師の台帳
Items,21745534101078037,Items.Item_614.Description,"On [auto attack,]<bold> inflict [{0} Burn]<burn>.",[通常攻撃時、]<bold>[炎上を{0}]<burn>付与する。
Items,47331241740599296,Items.Item_614.Name,Searing Lance,灼熱の槍
Items,21745534101078038,Items.Item_615.Name,Searing Contract,灼熱の契約書
Items,65024537346572309,Items.Item_615.QuestDescription,Inflict [{0} Burn]<burn>.,[炎上を合計{0}]<burn>付与する。
Items,65024537346572310,Items.Item_615.QuestRewardDescription,"Whenever the holder inflicts [Burn,]<burn> inflict {0}% more.",装備者が[炎上]<burn>を付与するとき、付与量が{0}%増える。
Items,21745534101078039,Items.Item_616.Description,"On [cast,]<bold> inflict [{0} Frost]<frost> on the nearest enemy.",[アクティブアビリティ発動時、]<bold>最も近い敵に[凍気を{0}]<frost>付与する。
Items,47331241740599297,Items.Item_616.Name,Freezing Wand,凍気のワンド
Items,21745534101078040,Items.Item_617.Name,Freezing Contract,凍気の契約書
Items,65024537346572311,Items.Item_617.QuestDescription,Inflict [{0} Frost]<frost>.,[凍気を合計{0}]<frost>付与する。
Items,65024537346572312,Items.Item_617.QuestRewardDescription,"Whenever the holder inflicts [Frost,]<frost> inflict {0}% more.",装備者が[凍気]<frost>を付与するとき、付与量が{0}%増える。
Items,21745534101078042,Items.Item_618.Description,"On [Crit,]<crit> inflict [{0} Poison]<poison>.",[クリティカル時、]<crit>[毒を{0}]<poison>付与する。
Items,21745534101078041,Items.Item_618.Name,Toxic Dart,猛毒の投げ矢
Items,21745534101078043,Items.Item_619.Name,Toxic Contract,猛毒の契約書
Items,65024537346572313,Items.Item_619.QuestDescription,Inflict [{0} Poison]<poison>.,[毒を合計{0}]<poison>付与する。
Items,65024537346572314,Items.Item_619.QuestRewardDescription,"Whenever the holder inflicts [Poison,]<poison> inflict {0}% more.",装備者が[毒]<poison>を付与するとき、付与量が{0}%増える。
Items,21745534101078045,Items.Item_620.Description,"At [start of combat,]<bold> the holder gains a [Shield]<shield> equal to [{0}% of their Defense]<defense>.",[戦闘開始時、]<bold>装備者が自身の[防御力の{0}%]<defense>に等しい[シールド]<shield>を獲得する。
Items,21745534101078044,Items.Item_620.Name,Runic Buckler,ルーンのバックラー
Items,21745534101078046,Items.Item_621.Name,Spiked Plate,棘つき板金鎧
Items,65024537346572315,Items.Item_621.QuestDescription,Take [{0} Shield]<shield> damage.,[シールドに合計{0}ダメージ]<shield>を受ける。
Items,65024537346572316,Items.Item_621.QuestRewardDescription,Reflect {0}% of [Shield]<shield> damage taken back to the source.,受けた[シールド]<shield>ダメージの{0}%を攻撃元へ反射する。
Items,21745534101078048,Items.Item_622.Description,"After [Stall ({0}),]<stall> gain [Stealth]<stealth> for {1} seconds.",[忍耐（{0}）]<stall>後、{1}秒間[ステルス]<stealth>を得る。
Items,21745534101078047,Items.Item_622.Name,Onyx Gem,オニキスの宝石
Items,21745534101078049,Items.Item_623.Name,Accuracy Contract,必中の契約書
Items,65024537346572317,Items.Item_623.QuestDescription,[Crit]<crit> {0} times.,[クリティカル]<crit>を{0}回発生させる。
Items,65024537346572318,Items.Item_623.QuestRewardDescription,Gain [{0} Shards]<shard>.,[シャードを{0}]<shard>獲得する。
Items,21745534101078051,Items.Item_624.Description,"After [Stall ({0}),]<stall> gain [+{1}% Max HP]<maxhp> and grow in size.",[忍耐（{0}）]<stall>後、[最大HP+{1}%]<maxhp>。さらに体が大きくなる。
Items,21745534101078050,Items.Item_624.Name,Enlarging Vest,膨張のベスト
Items,21745534101078053,Items.Item_625.Description,The holder's [Stall]<stall> abilities trigger {0} seconds sooner.,装備者の[忍耐]<stall>アビリティが{0}秒早く発動する。
Items,21745534101078052,Items.Item_625.Name,Eye of Patience,忍耐の瞳
Items,21745534101078054,Items.Item_626.Name,Hourglass,砂時計
Items,65024537346572319,Items.Item_626.QuestDescription,Trigger [Stall]<stall> {0} times from any source.,任意の効果で[忍耐]<stall>を{0}回発動する。
Items,65024537346572320,Items.Item_626.QuestRewardDescription,"After [Stall ({0}),]<stall> restore the holder to [{1}% Max HP]<maxhp> and give them [{2} Mana]<mana>.",[忍耐（{0}）]<stall>後、装備者のHPを[最大HPの{1}%]<maxhp>まで回復し、[マナを{2}]<mana>与える。
Items,21745534101078056,Items.Item_627.Description,"For [Rush ({0}),]<rush> gain [{1} Attack Speed]<attackspeed>.

Double the holder's [move speed]<movespeed>.","[速攻（{0}）]<rush>の間、[攻撃速度+{1}]<attackspeed>。

装備者の[移動速度]<movespeed>が2倍になる。"
Items,21745534101078055,Items.Item_627.Name,Nimble Boots,俊敏のブーツ
Items,21745534101078058,Items.Item_628.Description,The holder's [Rush]<rush> abilities last {0} seconds longer.,装備者の[速攻]<rush>アビリティの持続時間+{0}秒。
Items,21745534101078057,Items.Item_628.Name,Eye of Haste,迅速の瞳
Items,21745534101078059,Items.Item_629.Name,Viscera Collector,臓物収集器
Items,65024537346572321,Items.Item_629.QuestDescription,Trigger [Rush]<rush> {0} times from any source.,任意の効果で[速攻]<rush>を{0}回発動する。
Items,65024537346572322,Items.Item_629.QuestRewardDescription,"For [Rush ({0}),]<rush> the holder's auto attacks gain [{1} Crit]<crit>.",[速攻（{0}）]<rush>の間、装備者の通常攻撃に[クリティカル+{1}]<crit>。
Items,21745534101078061,Items.Item_630.Description,"At [start of combat,]<bold> if the holder is alone in the front row triple this item's stats.",[戦闘開始時、]<bold>装備者だけが前列にいる場合、このアイテムのステータスが3倍になる。
Items,21745534101078060,Items.Item_630.Name,Sentinel's Plate,番兵の板金鎧
Items,21745534101078063,Items.Item_631.Description,"At [start of combat,]<bold> if the holder is alone in the back row triple this item's stats.",[戦闘開始時、]<bold>装備者だけが後列にいる場合、このアイテムのステータスが3倍になる。
Items,21745534101078062,Items.Item_631.Name,Deadeye Hood,必中の頭巾
Items,21745534101078065,Items.Item_632.Description,"At [start of combat,]<bold> the holder and adjacent Heroes gain a [Shield]<shield> equal to {0}% of the holder's [Max HP]<maxhp>.",[戦闘開始時、]<bold>装備者自身と、その隣にいるヒーローが、装備者の[最大HP]<maxhp>の{0}%に等しい[シールド]<shield>を獲得する。
Items,21745534101078064,Items.Item_632.Name,Guardian's Lantern,守護者のランタン
Items,47383529528098816,Items.Item_633.DataTrackingDescription,[Max HP]<maxhp> Gained: [{0}]<datatracking>,[最大HP]<maxhp>増加量：[{0}]<datatracking>
Items,21745534101078067,Items.Item_633.Description,"At [start of combat,]<bold> if there is exactly one Hero in front of the holder they both permanently gain [{0} Max HP]<maxhp>.",[戦闘開始時、]<bold>装備者の前にヒーローがちょうど1人いる場合、両者の[最大HP+{0}]<maxhp>（恒久）。
Items,21745534101078066,Items.Item_633.Name,Squire's Helm,従者の兜
Items,47383529570041856,Items.Item_634.DataTrackingDescription,[Attack]<attack> Gained: [{0}]<datatracking>,[攻撃力]<attack>増加量：[{0}]<datatracking>
Items,21745534101078069,Items.Item_634.Description,"At [start of combat,]<bold> if there is exactly one Hero in front of the holder they both permanently gain [{0} Attack]<attack>.",[戦闘開始時、]<bold>装備者の前にヒーローがちょうど1人いる場合、両者の[攻撃力+{0}]<attack>（恒久）。
Items,21745534101078068,Items.Item_634.Name,Squire's Sword,従者の剣
Items,21745534101078071,Items.Item_635.Description,"On [cast,]<bold> gain [{0} Attack]<attack>.
On [auto attack,]<bold> gain [{1} Magic]<magic>.","[アクティブアビリティ発動時、]<bold>[攻撃力+{0}]<attack>。
[通常攻撃時、]<bold>[魔力+{1}]<magic>。"
Items,21745534101078070,Items.Item_635.Name,Spellblade,魔法剣
Items,21745534101078073,Items.Item_636.Description,"On [kill,]<bold> gain [{0} Mana]<mana>.
On [cast,]<bold> [heal]<heal> [{1}% Max HP]<maxhp>.","[敵撃破時、]<bold>[マナを{0}]<mana>獲得する。
[アクティブアビリティ発動時、]<bold>[最大HPの{1}%]<maxhp>を[回復]<heal>する。"
Items,21745534101078072,Items.Item_636.Name,Battlemage Robes,魔闘士のローブ
Items,21745534101078075,Items.Item_637.Description,"On [auto attack,]<bold> gain [{0} Max HP]<maxhp>.
When [auto attacked,]<bold> gain [{1} Attack]<attack>.","[通常攻撃時、]<bold>[最大HP+{0}]<maxhp>。
[通常攻撃を受けたとき、]<bold>[攻撃力+{1}]<attack>。"
Items,21745534101078074,Items.Item_637.Name,Bruiser's Mitts,荒くれ者のミトン
Items,21745534101078077,Items.Item_638.Description,Gain [{0} Crit]<crit> per {1}% missing [health]<maxhp> on the holder's target.,装備者の標的が失っている[HP]<maxhp>{1}%ごとに[クリティカル+{0}]<crit>。
Items,21745534101078076,Items.Item_638.Name,Executioner's Axe,処刑人の斧
Items,21745534101078079,Items.Item_639.Description,"On [cast,]<bold> gain [{0} Magic]<magic> per type of [Debuff]<debuff> on all enemies.",[アクティブアビリティ発動時、]<bold>敵全体に付与されている[デバフ]<debuff>の種類ごとに[魔力+{0}]<magic>。
Items,21745534101078078,Items.Item_639.Name,Plague Amulet,疫病のアミュレット
Items,21745534101078081,Items.Item_640.Description,"On [cast,]<bold> gain [{0} Mana Regen]<manaregen> and [{1} HP/S]<hp/s>.",[アクティブアビリティ発動時、]<bold>[マナ回復+{0}]<manaregen>、[秒間HP回復+{1}]<hp/s>。
Items,21745534101078080,Items.Item_640.Name,Emerald Charm,翠玉の護符
Items,21745534101078083,Items.Item_701.Description,"The holder counts as a [Warrior]<warrior> during combat. If they were already a [Warrior]<warrior>, they gain [+{0}% Attack]<attack>.",戦闘中、装備者を[ウォリアー]<warrior>として扱う。すでに[ウォリアー]<warrior>なら、[攻撃力+{0}%]<attack>。
Items,21745534101078082,Items.Item_701.Name,Warrior's Glyph,ウォリアーの符印
Items,21745534101078085,Items.Item_702.Description,"The holder counts as a [Tank]<tank> during combat. If they were already a [Tank]<tank>, they gain [+{0}% Defense]<defense>.",戦闘中、装備者を[タンク]<tank>として扱う。すでに[タンク]<tank>なら、[防御力+{0}%]<defense>。
Items,21745534101078084,Items.Item_702.Name,Tank's Glyph,タンクの符印
Items,21745534101078087,Items.Item_703.Description,"The holder counts as a [Vanguard]<vanguard> during combat. If they were already a [Vanguard]<vanguard>, they gain [+{0}% Max HP]<maxhp>.",戦闘中、装備者を[ヴァンガード]<vanguard>として扱う。すでに[ヴァンガード]<vanguard>なら、[最大HP+{0}%]<maxhp>。
Items,21745534101078086,Items.Item_703.Name,Vanguard's Glyph,ヴァンガードの符印
Items,21745534101078089,Items.Item_704.Description,"The holder counts as an [Assassin]<assassin> during combat. If they were already an [Assassin]<assassin>, they gain [+{0}% Crit]<crit>.",戦闘中、装備者を[アサシン]<assassin>として扱う。すでに[アサシン]<assassin>なら、[クリティカル+{0}%]<crit>。
Items,21745534101078088,Items.Item_704.Name,Assassin's Glyph,アサシンの符印
Items,21745534101078091,Items.Item_705.Description,"The holder counts as a [Duelist]<duelist> during combat. If they were already a [Duelist]<duelist>, they gain [+{0}% Attack Speed]<attackspeed>.",戦闘中、装備者を[デュエリスト]<duelist>として扱う。すでに[デュエリスト]<duelist>なら、[攻撃速度+{0}%]<attackspeed>。
Items,21745534101078090,Items.Item_705.Name,Duelist's Glyph,デュエリストの符印
Items,21745534101078093,Items.Item_706.Description,"The holder counts as a [Mage]<mage> during combat. If they were already a [Mage]<mage>, they gain [+{0}% Magic]<magic>.",戦闘中、装備者を[メイジ]<mage>として扱う。すでに[メイジ]<mage>なら、[魔力+{0}%]<magic>。
Items,21745534101078092,Items.Item_706.Name,Mage's Glyph,メイジの符印
Items,21745534101078095,Items.Item_707.Description,"The holder counts as a [Mystic]<mystic> during combat. If they were already a [Mystic]<mystic>, they gain [+{0}% Mana Regen]<manaregen>.",戦闘中、装備者を[ミスティック]<mystic>として扱う。すでに[ミスティック]<mystic>なら、[マナ回復+{0}%]<manaregen>。
Items,21745534101078094,Items.Item_707.Name,Mystic's Glyph,ミスティックの符印
Items,21745534101078098,Items.Item_708.DataTrackingDescription,[Shards]<shard> [Generated:]<generate> [globalShardsGenerated]<globaldatatracking>,[シャード]<shard>[生成数：]<generate> [globalShardsGenerated]<globaldatatracking>
Items,21745534101078097,Items.Item_708.Description,"Gain [{0} Attack]<attack>, [{1} Magic]<magic>, [{2} Attack Speed]<attackspeed>, and [{3} Defense]<defense> per [{4} Shards]<shard> [generated]<generate> this game.",このラン中に[生成した]<generate>[シャード{4}]<shard>ごとに、[攻撃力+{0}]<attack>、[魔力+{1}]<magic>、[攻撃速度+{2}]<attackspeed>、[防御力+{3}]<defense>。
Items,21745534101078096,Items.Item_708.Name,The Golden Standard,黄金の軍旗
Items,21745534101078101,Items.Item_709.DataTrackingDescription,[Shards]<shard> [Generated:]<generate> [{0}]<datatracking>,[シャード]<shard>の[生成数：]<generate> [{0}]<datatracking>
Items,21745534101078100,Items.Item_709.Description,"At [start of combat,]<bold> lose [{0}% Max HP]<maxhp>.

The first time each combat the holder reaches [{1}% Max HP]<maxhp>, gain [{2} Shards]<shard>.","[戦闘開始時、]<bold>[最大HPの{0}%]<maxhp>を失う。

各戦闘で初めて装備者のHPが[最大HPの{1}%]<maxhp>に達したとき、[シャードを{2}]<shard>獲得する。"
Items,21745534101078099,Items.Item_709.Name,Sacrificial Scythe,生贄の大鎌
Items,21745534101078102,Items.Item_710.Description,"At [start of combat]<bold> and [every {0} seconds,]<bold> gain [Stealth]<stealth> for {1} seconds.",[戦闘開始時]<bold>および[{0}秒ごとに、]<bold>{1}秒間[ステルス]<stealth>を得る。
Items,47331241740599298,Items.Item_710.Name,Rogue's Cowl,ローグの頭巾
Items,21745534101078103,Items.Item_711.Name,Scroll of Violence,暴力の巻物
Items,65024537346572323,Items.Item_711.QuestDescription,Auto attack {0} times.,通常攻撃を{0}回行う。
Items,65024537346572324,Items.Item_711.QuestRewardDescription,Gain [+{0}% Attack]<attack> and [+{1}% Attack Speed]<attackspeed>.,[攻撃力+{0}%]<attack>、[攻撃速度+{1}%]<attackspeed>。
Items,21745534101078104,Items.Item_712.Name,Scroll of Enlightenment,啓示の巻物
